./AP,,node
./AP/my.setting.id/NAPDef,NAPId001,
./AP/my.setting.id/NAPDef/my.setting.id/NAPAddr/NAPAuthInf/my.setting.id/AuthSecr,,
./AP/my.setting.id/NAPDef/my.setting.id/NAPAddr/NAPAuthInf/my.setting.id/AuthName,,
./AP/my.setting.id/NAPDef/NAPId001/Name,,
./AP/my.setting.id/NAPDef/NAPId001/NAPAddr,,
./AP/my.setting.id/NAPDef/NAPId001/Bearer/BId001/BearerL,WLAN,
./AP/my.setting.id/NAPDef/NAPId001/NAPAuthInf,,
./AP/my.setting.id/NAPDef/NAPId001/NAPAuthInf/AUId001/AuthName,,
./AP/my.setting.id/NAPDef/NAPId001/NAPAuthInf/AUId001/AuthSecr,,
./AP/my.setting.id1/NAPDef,NAPId002,
./AP/my.setting.id1/NAPDef/my.setting.id1/NAPAddr,,
./AP/my.setting.id1/NAPDef/my.setting.id1/NAPAddr/NAPAuthInf/my.setting.id1/AuthName,,
./AP/my.setting.id1/NAPDef/my.setting.id1/NAPAddr/NAPAuthInf/my.setting.id1/AuthSecr,,
./AP/my.setting.id1/NAPDef/NAPId002/Name,,
./AP/my.setting.id1/NAPDef/NAPId002/NAPAddr,,
./AP/my.setting.id1/NAPDef/NAPId002/Bearer/BId001/BearerL,,
./AP/my.setting.id1/NAPDef/NAPId002/NAPAuthInf,,
./AP/my.setting.id1/NAPDef/NAPId002/NAPAuthInf/AUId001/AuthName,,
./AP/my.setting.id1/NAPDef/NAPId002/NAPAuthInf/AUId001/AuthSecr,,
./BearerManagementSNAP,0,node
./BearerManagementSNAP/Internet/Name,Internet,
./BearerManagementSNAP/Internet/IAPPriorityList,,node
./ManagedObjects/ConnMO/LTE/APN, , node
./ManagedObjects/ConnMO/LTE/APN/1, , node
./ManagedObjects/ConnMO/LTE/APN/1/Setting/Id,1,
./ManagedObjects/ConnMO/LTE/APN/1/Setting/Name, my_other_nap,
./ManagedObjects/ConnMO/LTE/APN/1/Setting/Enabled, true,
./ManagedObjects/ConnMO/LTE/APN/1/Setting/Timer,1800,
./ManagedObjects/ConnMO/eHRPD/APN, , node
./ManagedObjects/ConnMO/eHRPD/APN/1, , node
./ManagedObjects/ConnMO/eHRPD/APN/1/Setting/Id,1,
./ManagedObjects/ConnMO/eHRPD/APN/1/Setting/Name, my_ehrpd_other_nap,
./ManagedObjects/ConnMO/eHRPD/APN/1/Setting/Timer,1800,
./ManagedObjects/ConnMO/LTE/APN/2, , node
./ManagedObjects/ConnMO/LTE/APN/2/Setting/Id,2,
./ManagedObjects/ConnMO/LTE/APN/2/Setting/Name, my_other_nap,
./ManagedObjects/ConnMO/LTE/APN/2/Setting/Enabled, true,
./ManagedObjects/ConnMO/LTE/APN/2/Setting/Timer,1800,
./ManagedObjects/ConnMO/eHRPD/APN/2, , node
./ManagedObjects/ConnMO/eHRPD/APN/2/Setting/Id,2,
./ManagedObjects/ConnMO/eHRPD/APN/2/Setting/Name, my_ehrpd_other_nap,
./ManagedObjects/ConnMO/eHRPD/APN/2/Setting/Timer,1800,
